city,model,selection_mode,selection_id,grid_index,feature,importance
sj,random_forest,optuna,34,,reanalysis_tdtr_k_lag_44,0.00026931421167782245
sj,random_forest,optuna,34,,station_diur_temp_rng_c_lag_28,0.00026378088181522937
sj,random_forest,optuna,34,,station_precip_mm_lag_29,0.0002594176834342166
sj,random_forest,optuna,34,,ndvi_se_lag_17,0.0002299642515057167
sj,random_forest,optuna,34,,reanalysis_sat_precip_amt_mm_lag_29,0.00022079506999494824
sj,random_forest,optuna,34,,reanalysis_min_air_temp_k_lag_9,0.0002128231340022683
sj,random_forest,optuna,34,,reanalysis_min_air_temp_k_lag_7,0.00019798042185701191
sj,random_forest,optuna,34,,precipitation_amt_mm_lag_31,0.00019785819214528173
sj,random_forest,optuna,34,,precipitation_amt_mm_lag_27,0.00019157637642631302
sj,random_forest,optuna,34,,reanalysis_dew_point_temp_k_lag_28,0.00019045648429802812
sj,random_forest,optuna,34,,reanalysis_precip_amt_kg_per_m2_lag_53,0.00018107702714766552
sj,random_forest,optuna,34,,reanalysis_avg_temp_k_lag_28,0.00017532586823218742
sj,random_forest,optuna,34,,reanalysis_precip_amt_kg_per_m2_lag_29,0.00017239808926643516
sj,random_forest,optuna,34,,reanalysis_precip_amt_kg_per_m2_lag_47,0.0001600584805504598
sj,random_forest,optuna,34,,reanalysis_specific_humidity_g_per_kg_lag_28,0.00015188934722071742
sj,random_forest,optuna,34,,reanalysis_precip_amt_kg_per_m2_lag_48,0.00014389220545097826
sj,random_forest,optuna,34,,reanalysis_air_temp_k_lag_7,0.000139998663288642
sj,random_forest,optuna,34,,station_min_temp_c_lag_8,0.00013937430221646428
sj,random_forest,optuna,34,,reanalysis_tdtr_k_lag_47,0.00013526887255493298
sj,random_forest,optuna,34,,precipitation_amt_mm_lag_32,0.00013483211631729774
sj,random_forest,optuna,34,,station_avg_temp_c_lag_7,0.00013393122947962202
sj,random_forest,optuna,34,,reanalysis_min_air_temp_k_lag_8,0.00013277449736058753
sj,random_forest,optuna,34,,reanalysis_precip_amt_kg_per_m2_lag_27,0.00011487338843972751
sj,random_forest,optuna,34,,reanalysis_precip_amt_kg_per_m2_lag_52,8.414896961516975e-05
sj,random_forest,optuna,34,,weekofyear_sin,8.361247095111633e-05
sj,random_forest,optuna,34,,reanalysis_sat_precip_amt_mm_lag_27,7.523953067113975e-05
sj,random_forest,optuna,34,,reanalysis_sat_precip_amt_mm_lag_31,4.871454338390882e-05
sj,random_forest,optuna,34,,reanalysis_air_temp_k_lag_9,4.338653923127791e-05
sj,random_forest,optuna,34,,reanalysis_sat_precip_amt_mm_lag_32,4.283440223014657e-05
sj,random_forest,optuna,34,,precipitation_amt_mm_lag_28,1.9551722987571768e-05
sj,random_forest,optuna,34,,reanalysis_tdtr_k_lag_48,1.875348556425155e-05
sj,random_forest,optuna,34,,reanalysis_precip_amt_kg_per_m2_lag_28,1.5007665145426661e-05
sj,random_forest,optuna,34,,reanalysis_relative_humidity_percent_lag_56,1.1987177002279714e-05
