city,recent_score_weight,max_city_all_year_mae_over_best,selected_iteration,model_type,all_year_mae,recent_mae,selection_mae,best_city_all_year_mae,all_year_mae_gap,allowed_candidate_count
sj,0.3,0.2,a47_sj_quantile_lgbm_frontier_blend,blend,22.41346153846154,16.610576923076923,20.672596153846154,22.41346153846154,0.0,5
sj,0.45,0.2,a47_sj_quantile_lgbm_frontier_blend,blend,22.41346153846154,16.610576923076923,19.802163461538463,22.41346153846154,0.0,5
sj,0.6,0.2,a47_sj_quantile_lgbm_frontier_blend,blend,22.41346153846154,16.610576923076923,18.931730769230768,22.41346153846154,0.0,5
sj,0.0,0.35,a47_sj_quantile_lgbm_frontier_blend,blend,22.41346153846154,16.610576923076923,22.41346153846154,22.41346153846154,0.0,6
sj,0.15,0.35,a47_sj_quantile_lgbm_frontier_blend,blend,22.41346153846154,16.610576923076923,21.543028846153845,22.41346153846154,0.0,6
sj,0.3,0.35,a47_sj_quantile_lgbm_frontier_blend,blend,22.41346153846154,16.610576923076923,20.672596153846154,22.41346153846154,0.0,6
sj,0.45,0.35,a47_sj_quantile_lgbm_frontier_blend,blend,22.41346153846154,16.610576923076923,19.802163461538463,22.41346153846154,0.0,6
sj,0.6,0.35,a47_sj_quantile_lgbm_frontier_blend,blend,22.41346153846154,16.610576923076923,18.931730769230768,22.41346153846154,0.0,6
sj,0.0,0.75,a47_sj_quantile_lgbm_frontier_blend,blend,22.41346153846154,16.610576923076923,22.41346153846154,22.41346153846154,0.0,11
sj,0.15,0.75,a47_sj_quantile_lgbm_frontier_blend,blend,22.41346153846154,16.610576923076923,21.543028846153845,22.41346153846154,0.0,11
sj,0.3,0.75,a47_sj_quantile_lgbm_frontier_blend,blend,22.41346153846154,16.610576923076923,20.672596153846154,22.41346153846154,0.0,11
sj,0.45,0.75,a47_sj_quantile_lgbm_frontier_blend,blend,22.41346153846154,16.610576923076923,19.802163461538463,22.41346153846154,0.0,11
sj,0.6,0.75,a47_sj_quantile_lgbm_frontier_blend,blend,22.41346153846154,16.610576923076923,18.931730769230768,22.41346153846154,0.0,11
sj,0.0,inf,a47_sj_quantile_lgbm_frontier_blend,blend,22.41346153846154,16.610576923076923,22.41346153846154,22.41346153846154,0.0,51
sj,0.15,inf,a47_sj_quantile_lgbm_frontier_blend,blend,22.41346153846154,16.610576923076923,21.543028846153845,22.41346153846154,0.0,51
sj,0.3,inf,a47_sj_quantile_lgbm_frontier_blend,blend,22.41346153846154,16.610576923076923,20.672596153846154,22.41346153846154,0.0,51
sj,0.45,inf,a38_recent4_calendar_lgbm_l1_harmonic2_more_regularized,lgbm_calendar_recent_window,23.396634615384617,14.54326923076923,19.412620192307692,22.41346153846154,0.9831730769230766,51
sj,0.6,inf,a38_recent4_calendar_lgbm_l1_harmonic2_more_regularized,lgbm_calendar_recent_window,23.396634615384617,14.54326923076923,18.084615384615386,22.41346153846154,0.9831730769230766,51
